"TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","esite","esite_alt","esite_alt2","state_code","dom1","dom2","dom3","dom4","grass_dur","ration","ration_dat","remarks"
"1952","918","NM690","42X","42.2","Limestone hills","Hills","","536","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"25","915","NM690","42X","42.2","Drainage","Draw","Gravelly","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"25","915","NM690","42X","42.2","Gravelly","Limestone hills","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"25","915","NM690","42X","42.2","Draw","Drainage","Gravelly","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"25","915","NM690","42X","42.2","Drainage","Draw","","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"25","915","NM690","42X","42.2","Gravelly","Limestone hills","","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Gravelly","Loamy","Limestone hills","563","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","563","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2709","64","NM690","42X","42.2","Gravelly","Loamy","","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2709","64","NM690","42X","42.2","Draw","Drainage","Loamy","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2709","64","NM690","42X","42.2","Hills","Gravelly","Loamy","563","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1937","625","NM690","42X","42.2","Draw","Loamy","Bottomland","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2714","64","NM690","42X","42.2","Gravelly","Loamy","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2714","64","NM690","42X","42.2","Hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2657","64","NM690","42X","42.2","Drainage","Gravelly","Sandy","657","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","<Null>","<Null>"
"2657","64","NM690","42X","42.2","Gravelly","Loamy","","650","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","<Null>","<Null>"
"2657","64","NM690","42X","42.2","Drainage","Gravelly","","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2657","64","NM690","42X","42.2","Drainage","<Null>","","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2713","64","NM690","42X","42.2","Hills","Gravelly","","563","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2711","64","NM690","42X","42.2","Drainage","Draw","Gravelly","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2715","64","NM690","42X","42.2","Gravelly","Loamy","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2699","2030","NM690","42X","42.2","Drainage","Draw","<Null>","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2699","2030","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2715","64","NM690","42X","42.2","Drainage","Draw","Gravelly","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1919","906","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1949","906","NM690","42X","42.2","Drainage","Draw","","537","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1949","906","NM690","42X","42.2","Gravelly","Limestone hills","Hills","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2638","47","NM690","42X","42.2","Drainage","Draw","Gravelly","670","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2638","47","NM690","42X","42.2","Loamy","Sandy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Traverse 413"
"2638","47","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"2638","47","NM690","42X","42.2","Sandy","Loamy","Drainage","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2638","47","NM690","42X","42.2","Loamy","Draw","Sandy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2638","47","NM690","42X","42.2","Sandy","Deep sand","Drainage","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous sandy"
"2638","47","NM690","42X","42.2","Sandy","Loamy","Drainage","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","incised; Calcareous sandy"
"2669","2030","NM690","42X","42.2","Sandy","Loamy","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous sandy?"
"2669","2030","NM690","42X","42.2","Sandy","Loamy","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Sandy","Loamy","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","764","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Draw","Loamy","Sandy","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2670","2030","NM690","42X","42.2","Sandy","Loamy","<Null>","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2670","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous sandy?"
"2670","2030","NM690","42X","42.2","Drainage","Sandy","<Null>","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2669","2030","NM690","42X","42.2","Sandy","Draw","Loamy","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2671","2030","NM690","42X","42.2","Loamy","Sandy","Bottomland","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2671","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2669","2030","NM690","42X","42.2","Draw","Drainage","<Null>","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2669","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Calcareous Sandy"
"2671","2030","NM690","42X","42.2","Sandy","Loamy","<Null>","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2671","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2669","2030","NM690","42X","42.2","Draw","Loamy","<Null>","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Loamy","Sandy","Draw","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Draw","Drainage","Sandy","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","640","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Sandy","<Null>","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Loamy","Sandy","<Null>","640","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Loamy","Sandy","Draw","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1909","47","NM690","42X","42.2","Draw","Drainage","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2672","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2672","2030","NM690","42X","42.2","Draw","Draw","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2672","2030","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2672","2030","NM690","42X","42.2","Loamy","Sandy","<Null>","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
